,Datetime,Close,High,Low,Open,Volume,Company,ticker
0,2024-12-26 14:30:00+00:00,439.1199951171875,439.6000061035156,438.44000244140625,439.0799865722656,331809,Microsoft,MSFT
1,2024-12-26 14:31:00+00:00,439.9638977050781,440.25,438.95001220703125,439.1199951171875,84820,Microsoft,MSFT
2,2024-12-26 14:32:00+00:00,440.63751220703125,440.9200134277344,439.80999755859375,439.82000732421875,56701,Microsoft,MSFT
3,2024-12-26 14:33:00+00:00,439.8399963378906,440.5350036621094,439.6499938964844,440.5350036621094,50303,Microsoft,MSFT
4,2024-12-26 14:34:00+00:00,439.6199951171875,439.885009765625,439.4700012207031,439.8699951171875,38371,Microsoft,MSFT
5,2024-12-26 14:35:00+00:00,439.5,439.70001220703125,439.2601013183594,439.510009765625,29694,Microsoft,MSFT
6,2024-12-26 14:36:00+00:00,439.8399963378906,439.9798889160156,439.45001220703125,439.5,48913,Microsoft,MSFT
7,2024-12-26 14:37:00+00:00,440.17498779296875,440.260009765625,439.73919677734375,439.73919677734375,34010,Microsoft,MSFT
8,2024-12-26 14:38:00+00:00,440.0633850097656,440.3555908203125,440.0400085449219,440.2099914550781,29184,Microsoft,MSFT
9,2024-12-26 14:39:00+00:00,439.8257141113281,440.25,439.82000732421875,440.0299987792969,23010,Microsoft,MSFT
10,2024-12-26 14:40:00+00:00,439.8299865722656,440.07000732421875,439.7699890136719,439.79998779296875,25358,Microsoft,MSFT
11,2024-12-26 14:41:00+00:00,439.70001220703125,439.8299865722656,439.356201171875,439.8299865722656,26782,Microsoft,MSFT
12,2024-12-26 14:42:00+00:00,439.2850036621094,439.4849853515625,439.07000732421875,439.3699951171875,29621,Microsoft,MSFT
13,2024-12-26 14:43:00+00:00,438.9750061035156,439.2449951171875,438.8599853515625,439.1499938964844,25348,Microsoft,MSFT
14,2024-12-26 14:44:00+00:00,439.010009765625,439.0299987792969,438.7192077636719,438.8500061035156,13225,Microsoft,MSFT
15,2024-12-26 14:45:00+00:00,438.94000244140625,439.1899108886719,438.8699951171875,439.0538024902344,17844,Microsoft,MSFT
16,2024-12-26 14:46:00+00:00,438.9599914550781,439.05999755859375,438.77789306640625,439.05999755859375,20960,Microsoft,MSFT
17,2024-12-26 14:47:00+00:00,439.1499938964844,439.2066955566406,438.92999267578125,439.12249755859375,13464,Microsoft,MSFT
18,2024-12-26 14:48:00+00:00,438.760009765625,439.25,438.7449951171875,439.0690002441406,14933,Microsoft,MSFT
19,2024-12-26 14:49:00+00:00,438.05999755859375,438.6400146484375,438.05999755859375,438.62939453125,20134,Microsoft,MSFT
20,2024-12-26 14:50:00+00:00,437.70001220703125,438.010009765625,437.6300048828125,438.0,26768,Microsoft,MSFT
21,2024-12-26 14:51:00+00:00,438.1199951171875,438.1650085449219,437.75,437.75,20997,Microsoft,MSFT
22,2024-12-26 14:52:00+00:00,437.6689147949219,438.3900146484375,437.6689147949219,438.1600036621094,14805,Microsoft,MSFT
23,2024-12-26 14:53:00+00:00,436.7699890136719,437.70001220703125,436.739990234375,437.6600036621094,40723,Microsoft,MSFT
24,2024-12-26 14:54:00+00:00,436.70001220703125,436.9200134277344,436.6300048828125,436.6520080566406,19658,Microsoft,MSFT
25,2024-12-26 14:55:00+00:00,437.25579833984375,437.3500061035156,436.78851318359375,436.8299865722656,32380,Microsoft,MSFT
26,2024-12-26 14:56:00+00:00,437.67498779296875,437.75,437.3900146484375,437.3900146484375,10400,Microsoft,MSFT
27,2024-12-26 14:57:00+00:00,438.0050048828125,438.2243957519531,437.69000244140625,437.69000244140625,13353,Microsoft,MSFT
28,2024-12-26 14:58:00+00:00,437.8800048828125,438.0498962402344,437.82000732421875,438.0,10272,Microsoft,MSFT
29,2024-12-26 14:59:00+00:00,438.2486877441406,438.5400085449219,437.8949890136719,437.8949890136719,14763,Microsoft,MSFT
30,2024-12-26 15:00:00+00:00,438.3399963378906,438.6000061035156,438.2699890136719,438.3800048828125,22336,Microsoft,MSFT
31,2024-12-26 15:01:00+00:00,438.48870849609375,438.5299987792969,438.3900146484375,438.3999938964844,12769,Microsoft,MSFT
32,2024-12-26 15:02:00+00:00,438.29180908203125,438.4150085449219,438.2099914550781,438.3399963378906,17485,Microsoft,MSFT
33,2024-12-26 15:03:00+00:00,438.5350036621094,438.56500244140625,438.1401062011719,438.2799987792969,15031,Microsoft,MSFT
34,2024-12-26 15:04:00+00:00,438.5400085449219,438.5585021972656,438.42999267578125,438.5299987792969,14124,Microsoft,MSFT
35,2024-12-26 15:05:00+00:00,438.2349853515625,438.6499938964844,438.2349853515625,438.45001220703125,10266,Microsoft,MSFT
36,2024-12-26 15:06:00+00:00,438.2099914550781,438.4849853515625,438.1499938964844,438.35400390625,18023,Microsoft,MSFT
37,2024-12-26 15:07:00+00:00,438.25,438.3599853515625,438.17010498046875,438.2699890136719,13896,Microsoft,MSFT
38,2024-12-26 15:08:00+00:00,438.1400146484375,438.3500061035156,438.07000732421875,438.2200012207031,17148,Microsoft,MSFT
39,2024-12-26 15:09:00+00:00,437.760009765625,438.1084899902344,437.6499938964844,438.07000732421875,48323,Microsoft,MSFT
40,2024-12-26 15:10:00+00:00,437.6499938964844,437.94000244140625,437.6499938964844,437.760009765625,33835,Microsoft,MSFT
41,2024-12-26 15:11:00+00:00,437.67999267578125,437.79998779296875,437.5899963378906,437.69500732421875,15167,Microsoft,MSFT
42,2024-12-26 15:12:00+00:00,437.8699951171875,438.0849914550781,437.6849060058594,437.6849060058594,39464,Microsoft,MSFT
43,2024-12-26 15:13:00+00:00,437.8299865722656,437.94000244140625,437.6700134277344,437.94000244140625,12256,Microsoft,MSFT
44,2024-12-26 15:14:00+00:00,437.8399963378906,437.8900146484375,437.7110900878906,437.8550109863281,17028,Microsoft,MSFT
45,2024-12-26 15:15:00+00:00,437.6600036621094,437.875,437.65008544921875,437.8599853515625,22924,Microsoft,MSFT
46,2024-12-26 15:16:00+00:00,437.44000244140625,437.67999267578125,437.44000244140625,437.656494140625,16757,Microsoft,MSFT
47,2024-12-26 15:17:00+00:00,437.360107421875,437.51300048828125,437.3299865722656,437.3900146484375,12453,Microsoft,MSFT
48,2024-12-26 15:18:00+00:00,437.3450012207031,437.4100036621094,437.239990234375,437.4049987792969,12097,Microsoft,MSFT
49,2024-12-26 15:19:00+00:00,437.32000732421875,437.35400390625,437.2699890136719,437.30999755859375,8204,Microsoft,MSFT
50,2024-12-26 15:20:00+00:00,437.2550048828125,437.4100036621094,437.1400146484375,437.32000732421875,14169,Microsoft,MSFT
51,2024-12-26 15:21:00+00:00,437.55999755859375,437.6099853515625,437.2049865722656,437.2049865722656,11714,Microsoft,MSFT
52,2024-12-26 15:22:00+00:00,437.92999267578125,437.95001220703125,437.5400085449219,437.55999755859375,12702,Microsoft,MSFT
53,2024-12-26 15:23:00+00:00,437.92999267578125,437.95001220703125,437.7300109863281,437.8800048828125,11766,Microsoft,MSFT
54,2024-12-26 15:24:00+00:00,437.94000244140625,438.0450134277344,437.6514892578125,437.8900146484375,20477,Microsoft,MSFT
55,2024-12-26 15:25:00+00:00,437.9200134277344,437.9472961425781,437.6300048828125,437.80999755859375,23738,Microsoft,MSFT
56,2024-12-26 15:26:00+00:00,438.0799865722656,438.093994140625,437.8500061035156,437.8699951171875,27186,Microsoft,MSFT
57,2024-12-26 15:27:00+00:00,438.2298889160156,438.2298889160156,438.0400085449219,438.125,14141,Microsoft,MSFT
58,2024-12-26 15:28:00+00:00,437.677001953125,438.2123107910156,437.5415954589844,438.1199951171875,52528,Microsoft,MSFT
59,2024-12-26 15:29:00+00:00,438.1907043457031,438.20001220703125,437.69000244140625,437.739990234375,12988,Microsoft,MSFT
60,2024-12-26 15:30:00+00:00,438.135009765625,438.2799072265625,438.0299987792969,438.239990234375,23437,Microsoft,MSFT
61,2024-12-26 15:31:00+00:00,438.19500732421875,438.2698974609375,438.0199890136719,438.04998779296875,15824,Microsoft,MSFT
62,2024-12-26 15:32:00+00:00,438.30999755859375,438.42999267578125,438.1499938964844,438.1499938964844,11021,Microsoft,MSFT
63,2024-12-26 15:33:00+00:00,438.2049865722656,438.32000732421875,438.1600036621094,438.31500244140625,10565,Microsoft,MSFT
64,2024-12-26 15:34:00+00:00,438.1600036621094,438.2398986816406,438.1400146484375,438.19000244140625,9766,Microsoft,MSFT
65,2024-12-26 15:35:00+00:00,438.0,438.239990234375,437.84161376953125,438.19500732421875,13074,Microsoft,MSFT
66,2024-12-26 15:36:00+00:00,438.1199951171875,438.1199951171875,437.9150085449219,437.989990234375,9824,Microsoft,MSFT
67,2024-12-26 15:37:00+00:00,438.1600036621094,438.1600036621094,438.05999755859375,438.0950012207031,10301,Microsoft,MSFT
68,2024-12-26 15:38:00+00:00,438.25,438.30999755859375,438.1099853515625,438.1099853515625,8152,Microsoft,MSFT
69,2024-12-26 15:39:00+00:00,438.1099853515625,438.30499267578125,438.04998779296875,438.30499267578125,16249,Microsoft,MSFT
70,2024-12-26 15:40:00+00:00,437.95001220703125,438.1300048828125,437.94000244140625,438.1199951171875,10499,Microsoft,MSFT
71,2024-12-26 15:41:00+00:00,437.6300048828125,437.94000244140625,437.5700988769531,437.94000244140625,18184,Microsoft,MSFT
72,2024-12-26 15:42:00+00:00,437.7200012207031,437.7200012207031,437.5299987792969,437.6000061035156,38223,Microsoft,MSFT
73,2024-12-26 15:43:00+00:00,437.7998962402344,437.7998962402344,437.6400146484375,437.7049865722656,9401,Microsoft,MSFT
74,2024-12-26 15:44:00+00:00,437.5400085449219,437.864990234375,437.5299987792969,437.7200012207031,13140,Microsoft,MSFT
75,2024-12-26 15:45:00+00:00,437.6011047363281,437.6400146484375,437.340087890625,437.5199890136719,26451,Microsoft,MSFT
76,2024-12-26 15:46:00+00:00,437.5899963378906,437.69000244140625,437.57000732421875,437.6499938964844,7677,Microsoft,MSFT
77,2024-12-26 15:47:00+00:00,437.7699890136719,437.789306640625,437.5899963378906,437.70001220703125,8061,Microsoft,MSFT
78,2024-12-26 15:48:00+00:00,437.67999267578125,437.7699890136719,437.67999267578125,437.7699890136719,7312,Microsoft,MSFT
79,2024-12-26 15:49:00+00:00,437.5799865722656,437.67999267578125,437.57000732421875,437.67999267578125,10746,Microsoft,MSFT
80,2024-12-26 15:50:00+00:00,437.6000061035156,437.6499938964844,437.5400085449219,437.5799865722656,6427,Microsoft,MSFT
81,2024-12-26 15:51:00+00:00,437.6300048828125,437.6700134277344,437.4700012207031,437.5799865722656,28516,Microsoft,MSFT
82,2024-12-26 15:52:00+00:00,437.6199951171875,437.7799987792969,437.6199951171875,437.7099914550781,11034,Microsoft,MSFT
83,2024-12-26 15:53:00+00:00,437.67999267578125,437.739990234375,437.6199951171875,437.6499938964844,6784,Microsoft,MSFT
84,2024-12-26 15:54:00+00:00,437.6400146484375,437.7300109863281,437.5845947265625,437.7300109863281,12566,Microsoft,MSFT
85,2024-12-26 15:55:00+00:00,437.4100036621094,437.6449890136719,437.4100036621094,437.619384765625,11758,Microsoft,MSFT
86,2024-12-26 15:56:00+00:00,437.510009765625,437.6099853515625,437.4800109863281,437.5,9748,Microsoft,MSFT
87,2024-12-26 15:57:00+00:00,438.0350036621094,438.04998779296875,437.5364990234375,437.5364990234375,25598,Microsoft,MSFT
